facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status
Eden Medical Centre HC II,JiYCQ1iRpCX,HC II,PFP,NA,NA,Kampala District,Non-Functional
Edwaliiro HC II,kcfEJoE9EDA,HC II,PFP,NA,NA,Kampala District,Non-Functional
Elgon Family Clinic HC II,UiIWH5UA7vu,HC II,PFP,0.307026,32.607053,Kampala District,Non-Functional
Elija Clinlc HC II,Gh9t91CD0IA,HC II,PFP,NA,NA,Kampala District,Non-Functional
Elim Medical Centre HC II,QgtrJG7qLJn,HC II,PFP,0.284671,32.60847,Kampala District,Functional
Elizabeth General Practice HC II,uWKLW5M4HdU,HC II,PFP,0.249096,32.610911,Kampala District,Non-Functional
Elizabeth MC and Psychologhy Foundation HC II,sF8uyZ041Qj,HC II,PFP,0.289388,32.584137,Kampala District,Non-Functional
Emmanuel Medical Center HC II,lyjqYsLJ0yn,HC II,PFP,0.299748,32.580063,Kampala District,Non-Functional
Exodus Clinic HC II,niLDLHpbihH,HC II,PFP,NA,NA,Kampala District,Non-Functional
Fair Plus HC II,Sjt0VYq7zl8,HC II,PFP,0.257568,32.604205,Kampala District,Non-Functional
Faith Clinic (Makindye) HC II,tq4pwbESl0I,HC II,PFP,NA,NA,Kampala District,Non-Functional
Faith Daycare Clinic HC II,qh1OXdNtB6S,HC II,PFP,0.293376,32.588701,Kampala District,Non-Functional
Faith Healing Center HC II,STAYnHuIS1m,HC II,PFP,NA,NA,Kampala District,Non-Functional
Faith Medical Center (Nsambya) HC II,faVzytbD7Fb,HC II,PFP,0.292356,32.59543,Kampala District,Non-Functional
Faith Medical Clinic (Makindye I) HC II,AUnYgvw4Y0u,HC II,PFP,0.291422,32.586263,Kampala District,Non-Functional
Family Care Clinic (Kibuli) HC II,lYjkhovWMVH,HC II,PFP,0.308441,32.592411,Kampala District,Functional
Family Care Clinic-Nsambya HC II,uDg5l6Vu5lK,HC II,PFP,0.297802,32.582266,Kampala District,Functional
Family Care Domiciliry HC II,IKcGdAT6mfq,HC II,PFP,NA,NA,Kampala District,Non-Functional
Family Health Clinic (Kibuye II) HC II,gjNtZX8nfuM,HC II,PFP,0.28754,32.573667,Kampala District,Non-Functional
Family Medicine Center HC II,CKiU8cSQz8W,HC II,PFP,NA,NA,Kampala District,Non-Functional
Fargie Genaal Clinic HC II,ias9551Jt9N,HC II,PFP,NA,NA,Kampala District,Non-Functional
Favour Medcare HC II,E325nwvUOOq,HC II,PFP,0.304278,32.579755,Kampala District,Non-Functional
Fervid Mediacl Care HC II,nKXskJWw49S,HC II,PFP,NA,NA,Kampala District,Non-Functional
Fiona Maternity Home HC II,mRFF6tYHeES,HC II,PFP,0.270838,32.600494,Kampala District,Non-Functional
Fremar Medical Center HC II,d4ftK2JHzMw,HC II,PFP,0.290765,32.586935,Kampala District,Non-Functional
Friends Clinic HC II,JaWXDS5IhoM,HC II,PFP,0.304341,32.613691,Kampala District,Non-Functional
Friends Medical Center HC II,aqerr5gK2pr,HC II,PFP,NA,NA,Kampala District,Non-Functional
Friends Medical Centre HC II,lwlvBRRVEVN,HC II,PFP,0.302446,32.616347,Kampala District,Non-Functional
Gallop Clinic HC II,DJ9pMeVJo2m,HC II,PFP,NA,NA,Kampala District,Functional
Genesis Medical Center HC II,KDf8Zgi9Sru,HC II,PFP,0.308053,32.597455,Kampala District,Non-Functional
Ggaba Medical Clinic HC II,X4qob1S3mZb,HC II,PFP,NA,NA,Kampala District,Non-Functional
Gidoti Medical Centre,UGjedCIZzfR,HC II,PFP,NA,NA,Kampala District,Functional
Gift Medical Clinic HC II,mMiYmjs4FdF,HC II,PFP,NA,NA,Kampala District,Non-Functional
Global Medical Clinic HC II,SiWTEQJNDOk,HC II,PFP,NA,NA,Kampala District,Non-Functional
Globe Clinic HC II,LFhV54lMSwu,HC II,PFP,0.274654,32.586894,Kampala District,Non-Functional
Gloria Medical Centre HC II,V3hh0VVwTjB,HC II,PFP,0.266866,32.595975,Kampala District,Non-Functional
Glory Clinic HC II,hQNNIQ4UnJS,HC II,PFP,NA,NA,Kampala District,Non-Functional
God the Answer HC II,Utvk66aLQ9U,HC II,PFP,NA,NA,Kampala District,Non-Functional
God's  Able Clinic HC II,vLNVCTPuU1u,HC II,PFP,NA,NA,Kampala District,Non-Functional
God's  Grace Clinic HC II,aJSYXTymX7n,HC II,PFP,NA,NA,Kampala District,Non-Functional
Godnet Medical Clinic HC II,h3qVL1tnCKb,HC II,PFP,NA,NA,Kampala District,Non-Functional
Gods Care HC II,sChjcj6HW9w,HC II,PFP,NA,NA,Kampala District,Non-Functional
Good Health Medical Centre HC II,EcNGz4tAjV6,HC II,PFP,NA,NA,Kampala District,Non-Functional
Good Hope Health Care Center HC II,hM2SsqFHHzL,HC II,PFP,0.306645,32.612293,Kampala District,Non-Functional
Good Samaritan Clinic (Makindye I) HC II,YgM8d9E9oQa,HC II,PFP,0.27249,32.59415,Kampala District,Non-Functional
Good Samaritan Clinic (Salaama) HC II,BiBF0y1fYk9,HC II,PFP,NA,NA,Kampala District,Non-Functional
Grace Medical Clinic (Wabigalo) HC II,e1b6xYN44Lt,HC II,PFP,0.306794,32.607343,Kampala District,Non-Functional
Gracious Domiciliary Home,BPaWO6dvi0c,HC II,PFP,NA,NA,Kampala District,Non-Functional
Gwere Clinic HC II,eapf6Ytr2Tb,HC II,PFP,NA,NA,Kampala District,Functional
Haki Diagnostic Centre HC II,mdaImsRIRUn,HC II,PFP,NA,NA,Kampala District,Non-Functional
Haruna Medical Center HC II,n8rD6J0Bx1B,HC II,PFP,NA,NA,Kampala District,Non-Functional
Health Care Centre HC II,k8L3VDWuydN,HC II,PFP,NA,NA,Kampala District,Non-Functional
Health Care Clinic HC II,S87YhpvQiIT,HC II,PFP,0.292997,32.579105,Kampala District,Non-Functional
Hellens Clinic HC II,AUEXQv8yyQ4,HC II,PFP,NA,NA,Kampala District,Non-Functional
His Grace Clinic HC II,kE890CUk3d0,HC II,PFP,0.290402,32.583147,Kampala District,Non-Functional
His Grace II Clinic HC II,vIUVTyUbPrH,HC II,PFP,NA,NA,Kampala District,Non-Functional
Hollycare Clinic HC II,klm6Qkde1bX,HC II,PFP,NA,NA,Kampala District,Non-Functional
Hope Clinic (Makindye) HC II,aksBs5cOAWx,HC II,PFP,0.291987,32.572645,Kampala District,Non-Functional
Hope Clinic Lukuli HC III,Ap53MmxflW6,HC III,PNFP,0.279946,32.600359,Kampala District,Functional
Hope Medical Center (Kibuye I) HC II,aV3CnANz2Hn,HC II,PFP,NA,NA,Kampala District,Non-Functional
Hospice Africa Uganda Clinic HC II,dKiSvvcLbD7,HC II,PFP,NA,NA,Kampala District,Non-Functional
Ibrahim Medical Clinic HC II,nEI3FbRXWru,HC II,PFP,0.270418,32.593261,Kampala District,Non-Functional
Intergrated Health Care HC II,vnn6BH40Z06,HC II,PFP,NA,NA,Kampala District,Non-Functional
Intergrated Health Care Clinic HC II,N8MEmkR2R6K,HC II,PFP,NA,NA,Kampala District,Non-Functional
Intermaid Health Care Clinic HC II,z8vcCEqkDmP,HC II,PFP,NA,NA,Kampala District,Non-Functional
International Hospital Kampala Hospital,a6MbTUZ12aw,General Hospital,PFP,0.305103,32.611228,Kampala District,Functional
J & B Clinic Extension HC II,QbBKie30Can,HC II,PFP,0.294918,32.586842,Kampala District,Functional
J&B Clinic - Makindye HC II,pi3GnvCGBP8,HC II,PFP,0.299552,32.583348,Kampala District,Functional
JB Medical Clinic HC II,NBqjRSeOuyg,HC II,PFP,NA,NA,Kampala District,Functional
Jabu Medical Clinic HC II,jIgFzBiand7,HC II,PFP,NA,NA,Kampala District,Non-Functional
Jackie Clinic HC II,aGtsabr9Crw,HC II,PFP,0.26604,32.625516,Kampala District,Functional
Jama Community Care HC II,DKjJih3JHIW,HC II,PFP,0.286241,32.59666,Kampala District,Functional
Janeva Clinic HC II,HT4XbGdTOzj,HC II,PFP,0.298839,32.581213,Kampala District,Non-Functional
Jobecah Clinic HC II,cKCrUucE8Yl,HC II,PFP,0.29023,32.605896,Kampala District,Non-Functional
Johana Medical Centre,i5ecxDqSxTa,HC II,PFP,NA,NA,Kampala District,Non-Functional
Jojo Clinic HC II,gmZZPVT5Wf4,HC II,PFP,NA,NA,Kampala District,Non-Functional
Jomi Eye Care Climic HC II,HZBBiQVXMRF,HC II,PFP,NA,NA,Kampala District,Non-Functional
Jordan Medical Centre (Makindye) HC II,aLa6t1R8Dw0,HC II,PFP,0.300163,32.6003,Kampala District,Non-Functional
Joy Cares Medical Clinic HC II,sN9vQh4pPSu,HC II,PFP,NA,NA,Kampala District,Non-Functional
Joy Clinic (Nsambya) HC II,NuS4LttqVds,HC II,PFP,NA,NA,Kampala District,Non-Functional
Joy Domiciary Clinic HC II,X4NuK8cECmC,HC II,PFP,0.295392,32.577664,Kampala District,Functional
Joy Medical Care HC II,Ua5eFpNLzNw,HC II,PFP,0.296977,32.591536,Kampala District,Non-Functional
Jumbo Clinic,azALfEWy0fT,Clinic,PFP,NA,NA,Kampala District,Non-Functional
Juusi Clinic Nsambya Central HC II,kgXhdFslF7s,HC II,PFP,NA,NA,Kampala District,Non-Functional
Kaana General Clinic HC II,VoF2pNk5Xoe,HC II,PFP,NA,NA,Kampala District,Non-Functional
Kabalagala Police HC II,MYW6CCYGe2A,HC II,GOV,NA,NA,Kampala District,Functional
Kairos Medical Centre HC II,bFJN3PDbNO4,HC II,PFP,0.303367,32.615082,Kampala District,Functional
Kalen Clinic,EtojCiFp2el,HC II,PFP,0.290105,32.581661,Kampala District,Functional
Kamede Clinic HC II,SncLnWjDs4H,HC II,PFP,0.287752,32.605711,Kampala District,Non-Functional
Kampala Family Clinic HC III,AZlaul76yqp,HC III,PFP,NA,NA,Kampala District,Functional
Kampala International Medical Centre HC II,wZ7da8feu18,HC II,PFP,0.285591,32.608975,Kampala District,Functional
Kann Clinic HC II,XdiiKUMeHEA,HC II,PFP,NA,NA,Kampala District,Non-Functional
Kanna General Clinic,qqE0KQ9Jp4J,HC II,PFP,NA,NA,Kampala District,Functional
Kansanga Domicilliary Clinic HC II,olglSUQuS07,HC II,PFP,0.288375,32.606389,Kampala District,Functional
Katwe Martyrs Clinic HC II,gv9c5KYrp4O,HC II,PFP,0.294057,32.5712,Kampala District,Functional
Katwe Medical Clinic HC II,dgqoCJ0j0O6,HC II,PFP,0.30135,32.575327,Kampala District,Non-Functional
Katwe Police HC II,BbMm9NF0VVB,HC II,GOV,NA,NA,Kampala District,Functional
Kavule Clinic HC II,a2l9vpRshsu,HC II,PFP,0.349071,32.567167,Kampala District,Non-Functional
Keah Medical Center Nsambya HC II,i6B1bu1WZWx,HC II,PFP,0.30192600000000003,32.581241,Kampala District,Non-Functional
Ken Medical Center HC II,Hl2WyuSQ8DZ,HC II,PFP,NA,NA,Kampala District,Functional
Khan Medical Centre HC II,hRY61NLBKaB,HC II,PFP,0.289433,32.606329,Kampala District,Non-Functional
Kibuli Consultation Clinic HC II,OjAzmXKJ9Ie,HC II,PFP,NA,NA,Kampala District,Non-Functional
Kibuli Hospital,Ygv5366dTvl,General Hospital,PNFP,0.308812,32.595657,Kampala District,Functional
Kibuli Medical Clinic HC II,weGvPfLPMka,HC II,PFP,0.305899,32.594634,Kampala District,Non-Functional
Kibuli Medicare HC II,FMu3EDXv2PI,HC II,PFP,0.308113,32.592703,Kampala District,Non-Functional
Kibuye Genaral Clinic HC II,ZMx8WwcQT8p,HC II,PFP,NA,NA,Kampala District,Non-Functional
Kigongo Trust Clinic HC II,H9YG6L867lc,HC II,PFP,0.259093,32.60253,Kampala District,Non-Functional
Kika Medical Centre HC II,yzDV7m9w1Qn,HC II,PFP,0.289978,32.572141,Kampala District,Non-Functional
Kings Medical Centre HC II,IUrGt2f5J7l,HC II,PFP,NA,NA,Kampala District,Non-Functional
Kingstone Clinic HC II,JDdNcU36a6m,HC II,PFP,0.266818,32.625651,Kampala District,Non-Functional
Kisa Kyamaria Clinic - Gaba,FEkeHjEos5Q,HC II,PFP,0.256888,32.629885,Kampala District,Functional
Kisa Kyamukama Makindye HC II,Jb3ruV9NJ4K,HC II,PFP,0.256857,32.636884,Kampala District,Functional
Kisaalu Medical Clinic HC II,K1hnPf50efF,HC II,PFP,NA,NA,Kampala District,Non-Functional
Kisakye Clinic (Katwe II) HC II,gknBkw0BFIm,HC II,PFP,NA,NA,Kampala District,Non-Functional
Kisakye Health Center HC II,mvtqd7EGRAM,HC II,PFP,NA,NA,Kampala District,Functional
Kisakye Maternity Centre HC II,W6xq6GhydXm,HC II,PFP,0.28974,32.573514,Kampala District,Non-Functional
Kisugu HC III,aKmx8C5qUZ8,HC III,GOV,0.306515,32.611936,Kampala District,Functional
Kiwumulo Clinic HC II,bxdYbWEVow3,HC II,PFP,NA,NA,Kampala District,Non-Functional
Kizito Family Care Doctors HC II,ITw6sugDw2L,HC II,PFP,NA,NA,Kampala District,Non-Functional
Kriste Olaf Clinic & Wellness HC II,H61aBl6wNka,HC II,PFP,NA,NA,Kampala District,Functional
Kyakuwa Clinic (Bukasa) HC II,OgxCgwY1klr,HC II,PFP,NA,NA,Kampala District,Non-Functional
Kyakuwa Clinic (Kibuye I) HC II,z5jSZEYkIF0,HC II,PFP,0.294752,32.577176,Kampala District,Non-Functional
Liberty Clinic HC II,uuLehTDwCMC,HC II,PFP,0.304136,32.613802,Kampala District,Functional
Life Care Clinic (Makindye I) HC II,T54Xozu3cnH,HC II,PFP,0.289385,32.587172,Kampala District,Non-Functional
Life Care Clinic (Nsambya) HC II,rrOj1cQ038T,HC II,PFP,NA,NA,Kampala District,Non-Functional
Life Front Medical Centre HC II,olqibmTariV,HC II,PFP,NA,NA,Kampala District,Non-Functional
Life Saving Center HC II,Q6Hmgn1bvXQ,HC II,PFP,NA,NA,Kampala District,Non-Functional
Life Star Clinic HC II,JKgAWkORkg7,HC II,PFP,NA,NA,Kampala District,Functional
Lifecare Medical Centre HC II,Ec319SYFplT,HC II,PFP,0.287944,32.597291,Kampala District,Non-Functional
Lions Medical Laboratory Serlvices HC II,bs1usVrp4Re,HC II,PFP,0.287249,32.580441,Kampala District,Non-Functional
Lubago Ll Medical Center HC II,FCc4BUjZVrY,HC II,PFP,NA,NA,Kampala District,Non-Functional
Lucky Clinic HC II,pGKopMqw2E7,HC II,PFP,0.264912,32.596946,Kampala District,Functional
Lucky Domicilliary Clinic HC II,HxikZbcwEYS,HC II,PFP,NA,NA,Kampala District,Non-Functional
Lusaka General Clinic Care HC II,Zfsr0xL3mFZ,HC II,PFP,NA,NA,Kampala District,Non-Functional
Mabirizi Nursing Home HC II,UGK52UyS58y,HC II,PFP,NA,NA,Kampala District,Non-Functional
Makindye Barracks HC III,gmPw8U0AE1k,HC III,GOV,0.289528,32.581921,Kampala District,Functional
Makindye Domicilliary Clinic HC II,MZWpc65yTOr,HC II,PFP,0.282461,32.582736,Kampala District,Non-Functional
Makindye Maternity Home HC II,uedWK8hnc7v,HC II,PFP,0.287732,32.577208,Kampala District,Functional
Makindye Medical Centres HC II,urYnz5sBSLD,HC II,PFP,0.286172,32.580524,Kampala District,Non-Functional
Makindye Police HC III,OXG3d4gPJpC,HC III,GOV,0.26183,32.61758,Kampala District,Functional
Malcom Health Care Centre (Kibuye II) HC II,zm3feXqnn0Z,HC II,PFP,0.29129,32.571607,Kampala District,Functional
Maria Health Care HC II,O17Qf4Gj4DS,HC II,PFP,NA,NA,Kampala District,Functional
Maria Healthcare Clinic HC II,D7FjpCn5upK,HC II,PFP,NA,NA,Kampala District,Non-Functional
Maria Thereza Domiciliary Clinic HC II,wLRE0kUuiHk,HC II,PFP,0.265829,32.594116,Kampala District,Functional
Marie Stopes Uganda Namuwongo HC II,XE0Ucndg8ym,HC II,PFP,0.303965,32.614703,Kampala District,Functional
Maroon Clinic HC II,AmlID1gg55D,HC II,PFP,NA,NA,Kampala District,Non-Functional
Martyr's  Family and Maternity Home - Gaba HC II,JPTfzYYJMLe,HC II,PFP,0.254983,32.633793,Kampala District,Functional
Masaba Consultative Clinic HC II,E6UEVvPSXVk,HC II,PFP,0.308317,32.606789,Kampala District,Non-Functional
Mascot Medical Clinic HC II,ErLBtMmok09,HC II,PFP,0.271214,32.60035,Kampala District,Non-Functional
Mawanda Medical Centre HC II,Ee2JjjAtLf2,HC II,PFP,0.283749,32.583067,Kampala District,Non-Functional
Medical Clinic HC II,bfj9QDXIo0Z,HC II,PFP,NA,NA,Kampala District,Functional
Medical Link Clinic HC II,grbBo2uaPyz,HC II,PFP,NA,NA,Kampala District,Non-Functional
Medivine Hospital Gen Hosp,wMTyxxQnotu,General Hospital,PFP,0.281708,32.576541,Kampala District,Functional
Meeting Point Kampala HC III,wJlfRRGNJ7j,HC III,PFP,0.302117,32.617818,Kampala District,Functional
Mercy Clinic (Bwaise II) HC II,A6BV9ZHsrkC,HC II,PFP,NA,NA,Kampala District,Non-Functional
Meta Medical Centre HC II,YpVZZL7ezT0,HC II,PFP,NA,NA,Kampala District,Non-Functional
Miiro Clinic HC II,bpVMrUswdbW,HC II,PFP,NA,NA,Kampala District,Non-Functional
Mirembe Clinic (Kibuye I) HC II,hVZSTHIGSyw,HC II,PFP,NA,NA,Kampala District,Non-Functional
Mirembe Clinic (Lukuli) HC II,MCINxbcloSa,HC II,PFP,NA,NA,Kampala District,Non-Functional
Mirembe Orthopedic Clinic HC II,KxH0qPHr86r,HC II,PFP,0.283955,32.575738,Kampala District,Non-Functional
Molago II Clinic HC II,KAs4bPmJ1pY,HC II,PFP,0.28836,32.585993,Kampala District,Non-Functional
Mother Tereza Clinic HC II,qgvT8d2bvVl,HC II,PFP,NA,NA,Kampala District,Non-Functional
Mubarak Clinic HC II,bCsk6Qc7dny,HC II,PFP,0.289873,32.582672,Kampala District,Non-Functional
Mukisa Health Services - Nsambya,bLfXlSxGLoY,HC II,PFP,NA,NA,Kampala District,Non-Functional
Mukisa Mpewo Clinic HC II,XRro7leLQww,HC II,PFP,0.301199,32.573362,Kampala District,Non-Functional
Mukisa Nursing Home HC II,xgH7fTBjgW3,HC II,PFP,0.294305,32.578804,Kampala District,Functional
Mukisa Orthopaedic Clinic HC II,ezIC6Lc19KH,HC II,PFP,NA,NA,Kampala District,Non-Functional
Mukwano Health Care Clinic HC II,u1g3yNFvntj,HC II,PFP,0.286517,32.575206,Kampala District,Non-Functional
Mukwaya Hospital,Syv5X2AB8wP,General Hospital,PFP,NA,NA,Kampala District,Functional
Mukyala Mabiririzi Clinic HC II,FNcrirTXDCa,HC II,PFP,0.266142,32.59799,Kampala District,Functional
Multicare Medical Centre HC II,B3XcYiNcqa7,HC II,PFP,NA,NA,Kampala District,Functional
Mumpe Clinic HC II,xgFkdQYvaV3,HC II,PFP,0.304311,32.579634,Kampala District,Non-Functional
Muna Clinic HC II,pfgmPmoPrXK,HC II,PFP,0.30043,32.575273,Kampala District,Non-Functional
Munyonyo General Clinic HC II,edmjQULO3Mi,HC II,PFP,NA,NA,Kampala District,Non-Functional
Musa Clinic HC II,FDdoyOxd1qs,HC II,PFP,NA,NA,Kampala District,Non-Functional
Muyenga Dispensary HC II,g5vITuD1TcC,HC II,PFP,0.298615,32.602652,Kampala District,Non-Functional
Mwesige Comprehensive Health Care HC II,WBzi5fmjkT2,HC II,PFP,NA,NA,Kampala District,Non-Functional
Mwesigwa Clinic (Kansanga) HC II,Ihmca9WbtXQ,HC II,PFP,NA,NA,Kampala District,Non-Functional
N.G Ebenezer Clinic,ylMH359hl4f,HC II,PFP,0.295028,32.57692,Kampala District,Functional
Nabutiti General Clinic HC II,uRttwFAFBFZ,HC II,PFP,NA,NA,Kampala District,Non-Functional
Nakivubo Clinic HC II,chblR6I5KwX,HC II,PFP,NA,NA,Kampala District,Non-Functional
Nakulabye Medical Centre (Makindye) HC II,QHFF4O9ynsn,HC II,PFP,0.271494,32.590275,Kampala District,Functional
Namunda Medical Clinic HC II,JIjLKw9oSFw,HC II,PFP,0.300861,32.578226,Kampala District,Non-Functional
Nation Clinic HC II,zXzBfFnJ548,HC II,PFP,NA,NA,Kampala District,Non-Functional
New Delta Clinic HC II,GYqtkkkbrRC,HC II,PFP,0.255223,32.634338,Kampala District,Functional
New Five Star Clinic HC II,BBIMqoThyG7,HC II,PFP,0.285906,32.579249,Kampala District,Functional
New Hope Clinic (Kabalagala) HC II,HuUASDO4wBw,HC II,PFP,0.298966,32.601097,Kampala District,Non-Functional
Ng Ebenezer Medical Service HC II,xRGrFsQAtiW,HC II,PFP,NA,NA,Kampala District,Non-Functional
Nortis Medical Centre HC II,kmdKk5UMBBI,HC II,PFP,0.272708,32.617456,Kampala District,Functional
Nsambya Home Care Clinic,isXZREUsgiH,Clinic,PNFP,NA,NA,Kampala District,Non-Functional
Nsambya Police HC IV,nBjhoOrem20,HC IV,GOV,0.306463,32.588968,Kampala District,Functional
Nyonyi Clinic HC II,YXrbI2X7E5D,HC II,PFP,0.255193,32.634501,Kampala District,Non-Functional
Palm Medicare HC II,bRNO7mYireD,HC II,PFP,0.291774,32.585033,Kampala District,Non-Functional
Patience Clinic HC II,erCmRsa8NIs,HC II,PFP,NA,NA,Kampala District,Functional
Patience Maternity Home HC II,aczRbyTZuz8,Clinic,PFP,0.311874,32.608099,Kampala District,Non-Functional
Patient Dom Clinic HC II,oUNHM7Eaz30,HC II,PFP,NA,NA,Kampala District,Non-Functional
Pearl Medical Centre HC IV,ac31WGDHgKG,HC IV,PFP,0.281498,32.610122,Kampala District,Functional
Pearl Mental Clinic HC II,YTdxlEQThAq,HC II,PFP,NA,NA,Kampala District,Non-Functional
Peniel Clinic HC II,WMJBbuokUp6,HC II,PFP,NA,NA,Kampala District,Non-Functional
Pentagon Clinic HC II,r1ow6uVseNh,HC II,PFP,NA,NA,Kampala District,Non-Functional
People's  Clinic (Makindye) HC II,eVdwXgr2PUx,HC II,PFP,NA,NA,Kampala District,Non-Functional
Peter Claver J & Sseremba Medical Centre HC II,gEyMEXQTUmm,HC II,PFP,NA,NA,Kampala District,Functional
Pharm Care Clinc HC II,iNMysSDqxN6,HC II,PFP,NA,NA,Kampala District,Non-Functional
Pharm Care Clinic- Wabigalo HC II,aUq5x6JdZaK,HC II,PFP,0.310514,32.602088,Kampala District,Non-Functional
Pinevalle Health Center HC II,PHFafNK7MEc,HC II,PFP,NA,NA,Kampala District,Non-Functional
Pradivs Medical Center HC II,B4iZdbKFtsM,HC II,PFP,0.308786,32.60625,Kampala District,Non-Functional
Praise God Clinic HC II,D5teAz2N7y8,HC II,PFP,0.299265,32.580312,Kampala District,Functional
Prime Medical Clinic (Makindye I) HC II,F5zMfqnrCip,HC II,PFP,NA,NA,Kampala District,Non-Functional
Prime Medicare Clinic HC II,RJVlBVuAkIH,HC II,PFP,0.326985,32.548042,Kampala District,Functional
Prophet Jeremiah Nursing Home HC II,ok6EsLaVTPe,HC II,PFP,0.294214,32.587542,Kampala District,Non-Functional
Providence Medical Centre HC II,QSNk31aFhve,HC II,PFP,0.276438,32.61535,Kampala District,Functional
Quality General Clinic HC II,qW1Zu3sgl7I,HC II,PFP,NA,NA,Kampala District,Non-Functional
Queens Health Clinic HC II,a7ox67rTJZc,HC II,PFP,NA,NA,Kampala District,Functional
Queens Health Services HC II,aQvo7z3P3OA,HC II,PFP,0.309301,32.606141,Kampala District,Non-Functional
Quick Life Saver HC II,RjNHAOegBNk,HC II,PFP,NA,NA,Kampala District,Non-Functional
Quuis General Clinic HC II,HxACC0FDwkF,HC II,PFP,NA,NA,Kampala District,Non-Functional
R4B Medical Clinic HC II,DJz6wykzcVy,HC II,PFP,0.249581,32.610142,Kampala District,Non-Functional
Rahma Clinic HC II,qgcvP6v3ElR,HC II,PFP,0.360182,32.572236,Kampala District,Non-Functional
Rainbow City Hosppital (U) Ltd HC III,KgD1nv5kuAT,HC III,PFP,0.314714,32.599433,Kampala District,Non-Functional
Real Medical Center,pbZv6K3N34G,HC II,PFP,NA,NA,Kampala District,Functional
Real Medical Clinic HC II,rgoB0CFrNF1,HC II,PFP,0.290709,32.603949,Kampala District,Non-Functional
Rene Clinic HC II,TpdkJmlUm2j,HC II,PFP,0.297423,32.578508,Kampala District,Non-Functional
Reuben Clinic HC II,wuyYUt4SUxU,HC II,PFP,NA,NA,Kampala District,Functional
Rhona Medical Centre HC II,E2jcuqc9IP6,HC II,PFP,0.28918,32.606477,Kampala District,Functional
Rift Valley Medical Center HC III,LSpLSwpaM71,HC III,PFP,0.285535,32.581538,Kampala District,Functional
River Jordan Medical Center HC II,U1cSxRxK2WV,HC II,PFP,0.273846,32.585012999999996,Kampala District,Non-Functional
River Jordan Medical Center,S7BrP2KMN4D,HC II,PFP,NA,NA,Kampala District,Functional
Robinah Health Clinic HC II,o0xBHWxyDw7,HC II,PFP,NA,NA,Kampala District,Non-Functional
Rock Medical Centre HC II,YF5o9Y6GXPZ,HC II,PFP,NA,NA,Kampala District,Non-Functional
Rs Clinic HC II,AHEfjvzXy4e,HC II,PFP,NA,NA,Kampala District,Non-Functional
Ruth Clinic HC II,qLBxeibDGtU,HC II,PFP,0.265956,32.593574,Kampala District,Non-Functional
Ryan General Clinic HC II,dT1hMgNfMLo,HC II,PFP,NA,NA,Kampala District,Non-Functional
Safe Care Clinic HC II,OXhJvwUXgTa,HC II,PFP,0.2934,32.588437,Kampala District,Non-Functional
Safe Heaven Clinic HC II,K3vBq9z3CIM,HC II,PFP,NA,NA,Kampala District,Non-Functional
Safeguard Nursing Home Clinic HC II,aC295RRdALc,HC II,PFP,0.292635,32.579764,Kampala District,Functional
Salha Medical Clinic HC II,JRro0xC9Yls,HC II,PFP,NA,NA,Kampala District,Non-Functional
Sanyu Clinic Ggaba HC II,NBLbj2idZ20,HC II,PFP,0.259142,32.634192,Kampala District,Functional
Sanyu Medical Clinic HC II,FECVaAFXunE,HC II,PFP,0.309188,32.609344,Kampala District,Non-Functional
Save Life Clinic HC II,acXBQwyhVUi,HC II,PFP,NA,NA,Kampala District,Non-Functional
Save Life Orthopaedic Clinic HC II,nPrvP99mWan,HC II,PFP,NA,NA,Kampala District,Non-Functional
Save Live Clinic HC II,NtwxKup5q97,HC II,PFP,NA,NA,Kampala District,Non-Functional
Saviour Medical Center HC II,Q480CuJCylI,HC II,PFP,0.304257,32.614327,Kampala District,Non-Functional
Seira 2 Orthopeadic Clinic HC II,qYWUa23zzXr,HC II,PFP,NA,NA,Kampala District,Non-Functional
Senah Medical Centre HC II,aAp3eCO5prG,HC II,PFP,NA,NA,Kampala District,Non-Functional
Shalom Medical Clinic HC II,EyJbnAQLHR2,HC II,PFP,0.257765,32.63503,Kampala District,Non-Functional
Shores Medical Clinic HC II,TgPaBLZgg0d,HC II,PFP,NA,NA,Kampala District,Non-Functional
Silence Medical Clinic HC II,y4svkyYtXws,HC II,PFP,NA,NA,Kampala District,Non-Functional
Simba General Clinic HC II,D6qOKJUfK9b,HC II,PFP,NA,NA,Kampala District,Non-Functional
Sims Clinic HC II,JJZe7WMe7Z1,HC II,PFP,NA,NA,Kampala District,Non-Functional
Sinux Laboratories HC II,wcMOBX4NBRN,HC II,PFP,NA,NA,Kampala District,Non-Functional
Sir Albert Cook Medical Center HC II,TuVXnyGrchc,HC II,PFP,0.284652,32.582192,Kampala District,Non-Functional
Sisters Clinic HC II,d2GqaWKlakK,HC II,PFP,0.294898,32.579717,Kampala District,Non-Functional
Specialized Medical and Surgical Centre HC II,Lg5nRzvjoUQ,General Hospital,PFP,NA,NA,Kampala District,Non-Functional
Sr.Albert Cook Medical Centre HC II,nCGtYNmAUYd,HC II,PFP,NA,NA,Kampala District,Non-Functional
Sseremba Medical Care HC II,c4RA9ww7CN3,HC II,PFP,0.295011,32.600104,Kampala District,Non-Functional
