facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status
Khama,LL040620,Clinic,Mission/Faith-based (other than CHAM),-14.00916,33.81686,Centrals West Zone,Non-functional
Khamalathu,MU210621,Clinic,Private,-16.10652,35.34491,South West Zone,Non-functional
kharodia,LL040622,Clinic,Private,-13.98924,33.77741,Centrals West Zone,Non-functional
Khaya,MU210623,Clinic,Christian Health Association of Malawi (CHAM),-15.9890738,35.3945997,South West Zone,Functional
Khokhwa,CK270624,Health Post,Government,-16.526844,34.846862,South East Zone,Non-functional
Khola,KU070625,Health Centre,Government,-13.34447,33.31649,Central East Zone,Functional
Khombedza,SA090626,Health Centre,Government,-13.59695,34.31111,Central East Zone,Functional
Nkondowe,KB050627,Health Centre,Government,-11.07281,34.21939,North Zone,Functional
Khongoloni,MU210628,Dispensary,Private,-16.134032,35.530613,South West Zone,Non-functional
Khongoni,LL040629,Health Centre,Government,-13.77451,33.36761,Centrals West Zone,Functional
Twapochele,MC190630,Clinic,Private,-14.99535,35.49268,South West Zone,Non-functional
Khonjeni health centre,TH310631,Health Centre,Government,-16.09692,35.27129,South East Zone,Functional
Khosolo,MZ160632,Health Centre,Government,-12.4402,33.79133,North Zone,Functional
"Khuoge, Dane",BT240633,Clinic,Private,-15.76708,35.07471,South East Zone,Functional
Iwawe,NT080634,Health Centre,Government,-13.43192,33.83367,Central East Zone,Functional
Kim's Medical,LL040635,Dispensary,Private,NA,NA,Centrals West Zone,Functional
Koche hospital,MG200636,Hospital,Christian Health Association of Malawi (CHAM),-14.3333683,35.1434685,South West Zone,Functional
Kochilira,MC010637,Hospital,Government,-13.78239,33.04385,Centrals West Zone,Functional
Kopakopa,CP060638,Health Post,Government,-10.138347,33.702798,North Zone,Functional
Kotecha Clinic,BT240639,Clinic,Private,-15.7895,35.08616,South East Zone,Functional
Mziza,KU070640,Health Centre,Other,-13.27941,33.50405,Central East Zone,Functional
Kubalalika,CK270641,Clinic,Government,-15.90796,34.39405,South East Zone,Non-functional
Kukalanga,MG200642,Health Centre,Government,-14.6373449,35.1800722,South West Zone,Functional
Kumadzi,TH310643,Dispensary,Private,-16.1003,35.28876,South East Zone,Non-functional
Kumadzi Estate Clinic,MU210644,Dispensary,Private,NA,NA,South West Zone,Functional
Kumchenga,KU070645,Clinic,Mission/Faith-based (other than CHAM),-12.574862,33.5142678,Central East Zone,Non-functional
Kunenekude,MW280646,Health Centre,Government,-15.46467,34.49142,South East Zone,Functional
Kwambukwa,KA150647,Clinic,Private,-9.94049,33.92423,North Zone,Functional
Kwataine,NT120648,Clinic,Government,-14.839701,34.711143,Centrals West Zone,Non-functional
Kwitanda,BK170649,Clinic,Non-Government,-15.06495,35.093,South West Zone,Functional
L.M.J Private Clinic,MG200650,Clinic,Private,-14.29,35.1,South West Zone,Non-functional
Lafarge Cement Clinic,BT240651,Clinic,Private,-15.79231,35.02812,South East Zone,Functional
Lake View Health Centre,NT120652,Health Centre,Christian Health Association of Malawi (CHAM),-14.64251,34.55371,Centrals West Zone,Functional
Chilombo,ZA230653,Health Centre,Government,-15.4841,35.337,South West Zone,Functional
Lauderdale,MU210654,Clinic,Government,-16.04331,35.53515,South West Zone,Non-functional
Lemwe health center,LL040655,Health Centre,Government,-13.89,33.34,Centrals West Zone,Functional
Lengwe Estate Clinic,CK270656,Dispensary,Private,NA,NA,South East Zone,Functional
Life Line Medical Clinic - Kasese,LL040657,Dispensary,Private,NA,NA,Centrals West Zone,Functional
Life Line Medical Clinic - Ngozi,LL040658,Dispensary,Private,NA,NA,Centrals West Zone,Functional
Lifelane,ZA230659,Clinic,Private,-15.387836,35.318089,South West Zone,Functional
Lifeline health centre,SA090660,Health Centre,Private,-14.09219,34.54437,Central East Zone,Functional
Lifune,MC190661,Clinic,Government,-14.69513,35.70615,South West Zone,Non-functional
Lifupa,KU070662,Clinic,Government,-13.048889,33.146944,Central East Zone,Non-functional
Lifuwu,SA090663,Health Centre,Government,-13.67915,34.58878,Central East Zone,Functional
Lighthouse,LL040664,Dispensary,Private,-13.97639,33.78512,Centrals West Zone,Functional
ligowe health centre,NE290665,Health Centre,Government,-15.47368,34.65182,South East Zone,Functional
Likanga,MU210666,Clinic,Private,-16.08306,35.58609,South West Zone,Non-functional
Likangala,ZA230667,Health Centre,Government,-15.42787,35.54461,South West Zone,Functional
Likhonyowa,MC190668,Health Post,Government,-14.959359,35.790527,South West Zone,Functional
Chipyera,LK180669,Hospital,Christian Health Association of Malawi (CHAM),-12.0650755,34.73657,North Zone,Functional
Likudzi,NT120670,Clinic,Government,-15.11015,34.82945,Centrals West Zone,Non-functional
Ku Mission,LL040671,Hospital,Christian Health Association of Malawi (CHAM),-14.02683,33.70886,Centrals West Zone,Functional
Cha City pa ma kesha,LL040672,Clinic,Non-Government,-14.01331,33.73171,Centrals West Zone,Non-functional
Lilongwe City Assembly - Mtsiriza,LL040673,Dispensary,Government,NA,NA,Centrals West Zone,Functional
City assembly,LL040674,Clinic,Government,-13.98972,33.77049,Centrals West Zone,Non-functional
Lilongwe Health Clinic - Limbe Muslim,LL040675,Dispensary,Mission/Faith-based (other than CHAM),-13.96642,33.76625,Centrals West Zone,Functional
Lilongwe Private,LL040676,Dispensary,Private,NA,NA,Centrals West Zone,Functional
Diagnostics,BT240677,Clinic,Private,-15.81863,35.05639,South East Zone,Functional
Limbe,BT240678,Clinic,Government,-15.816967,35.051775,South East Zone,Functional
Limbe Home Based Care,BT240679,Clinic,Non-Government,-15.81714,35.05187,South East Zone,Functional
Limbe Leaf Clinic,BT240680,Clinic,Private,-15.81361,35.07035,South East Zone,Functional
Limbe Leaf Private Clinic,LL040681,Clinic,Private,-13.89319,33.80263,Centrals West Zone,Non-functional
limbe Medical Clinic,BT240682,Clinic,Private,-15.81,35.06,South East Zone,Functional
Limbe Muslim,BT240683,Clinic,Mission/Faith-based (other than CHAM),NA,NA,South East Zone,Functional
Limbe Muslim Jamat - Blantyre,BT240684,Clinic,Mission/Faith-based (other than CHAM),NA,NA,South East Zone,Functional
LMJ Diagnostic centre,BT240685,Clinic,Other,-15.82,35.06,South East Zone,Functional
Limbe Muslim Jamat - Habiba Mussa Clinic,BT240686,Dispensary,Mission/Faith-based (other than CHAM),-15.3882832,35.3135438,South East Zone,Functional
Limbe Muslim Jamat - Kachere,BT240687,Clinic,Private,-15.81,35.06,South East Zone,Functional
LMJ,BT240688,Clinic,Private,-15.81,35.06,South East Zone,Functional
Limbe Muslim Jamat Limbe,BT240689,Clinic,Other,-15.82,35.06,South East Zone,Functional
Hajira,BT240690,Clinic,Other,-15.78,35.07,South East Zone,Functional
Limbe Muslim Jamat - Mbayani,BT240691,Health Centre,Mission/Faith-based (other than CHAM),NA,NA,South East Zone,Functional
Limbe Muslim Jamat Clinic,BT240692,Health Centre,Mission/Faith-based (other than CHAM),NA,NA,South East Zone,Functional
Limbuli,MU210693,Clinic,Private,-16.05504,35.72129,South West Zone,Functional
Lingadzi pvt,LL040694,Clinic,Private,-13.97384,33.76003,Centrals West Zone,Non-functional
Lingalawe,MU210695,Clinic,Private,-16.00946,35.48489,South West Zone,Functional
Linyagwa Health Centre,KU070696,Health Centre,Government,-13.14379,33.3005,Central East Zone,Functional
Tachila,NT120697,Clinic,Private,-14.65106,34.5566,Centrals West Zone,Non-functional
Lilangwe,BT240698,Health Centre,Government,-15.52963,35.02973,South East Zone,Functional
Lisa,KU070699,Clinic,Mission/Faith-based (other than CHAM),-13.43941,33.39342,Central East Zone,Non-functional
Lisungwi Community Hospital,NE290700,Hospital,Government,-15.3954489,34.6531105,South East Zone,Functional
Liuzi,KB050701,Health Centre,Government,-12.18971,34.01572,North Zone,Functional
Khondowe,RU140702,Hospital,Christian Health Association of Malawi (CHAM),-10.60467,34.1109,North Zone,Functional
Livwezi,KU070703,Health Centre,Government,-12.893461,33.678996,Central East Zone,Functional
St Anne's,NK100704,Health Centre,Christian Health Association of Malawi (CHAM),-12.62054,34.16538,Central East Zone,Functional
Chili kumtima,MG200705,Clinic,Private,-15.06782,35.22473,South West Zone,Non-functional
Chilikumtima,MC190706,Dispensary,Private,-15.06782,35.22473,South West Zone,Functional
Lizulu,NT120707,Health Centre,Government,-14.51775,34.46547,Centrals West Zone,Functional
Lobi,DE030708,Health Centre,Government,-14.39034,34.07182,Centrals West Zone,Functional
Lodjwa,KU070709,Dispensary,Government,-12.41898,33.52947,Central East Zone,Functional
Logos pvt clinic,MG200710,Clinic,Mission/Faith-based (other than CHAM),NA,NA,South West Zone,Non-functional
Ludzi Community hospital,MC010711,Hospital,Christian Health Association of Malawi (CHAM),-13.75862,32.99271,Centrals West Zone,Functional
Lufita,CP060712,Health Post,Government,-9.713421,33.356036,North Zone,Non-functional
Lughano,KA150713,Clinic,Private,-9.9386275,33.9212449,North Zone,Functional
Lugola,MG200714,Health Centre,Christian Health Association of Malawi (CHAM),-13.9617583,35.14273,South West Zone,Functional
Lujeri Health Centre,MU210715,Health Centre,Private,-15.987206,35.416687,South West Zone,Functional
Lukoloma,MG200716,Clinic,Government,-13.834763,35.103171,South West Zone,Non-functional
Lulanga,MG200717,Health Centre,Christian Health Association of Malawi (CHAM),-13.68744,34.91742,South West Zone,Functional
Lulwe mission,NS300718,Health Centre,Christian Health Association of Malawi (CHAM),-17.08765,35.11415,South East Zone,Functional
Chinkhuti,LL040719,Health Centre,Government,-13.77074,33.80477,Centrals West Zone,Functional
Lumbadzi Masm,LL040720,Clinic,Non-Government,-13.75818,33.81183,Centrals West Zone,Non-functional
Mdziwika Clinic,TH310721,Clinic,Private,-15.92153,35.08464,South East Zone,Non-functional
Mitsidi,BT240722,Health Centre,Christian Health Association of Malawi (CHAM),-15.77702,34.96873,South East Zone,Functional
Lundu,BT240723,Health Centre,Government,-15.42185,35.01294,South East Zone,Functional
Lungazi,ZA230724,Health Post,Government,-15.418725,35.846034,South West Zone,Functional
Lungu Private Clinic,BT240725,Clinic,Private,-15.82999,35.07883,South East Zone,Functional
Lungwena,MG200726,Health Centre,Government,-14.24501,35.24804,South West Zone,Functional
Lunjika,MZ160727,Health Centre,Christian Health Association of Malawi (CHAM),-11.71429859,33.6857335,North Zone,Functional
Lupachi,NK100728,Health Post,Government,-12.318585,33.779585,Central East Zone,Functional
Lupaso,KA150729,Health Post,Government,-9.930017,33.853121,North Zone,Functional
Lupembe,KA150730,Health Centre,Government,-10.4889233,34.16902,North Zone,Functional
Dukuduku,RU140731,Health Centre,Government,-10.72638,34.04408,North Zone,Functional
Lusangazi,MZ160732,Dispensary,Christian Health Association of Malawi (CHAM),-11.49979,33.94291,North Zone,Functional
Lusungu,LK180733,Clinic,Private,-12.064708,34.740964,North Zone,Functional
Lutheran Mobile Clinic,LL040734,Dispensary,Christian Health Association of Malawi (CHAM),NA,NA,Centrals West Zone,Functional
Luviri,MZ160735,Health Post,Government,-12.2033,33.665772,North Zone,Functional
Luvwere,MZ160736,Dispensary,Government,-11.3889883,33.6728017,North Zone,Functional
Luwalika,MG200737,Health Centre,Christian Health Association of Malawi (CHAM),-14.23797,35.46952,South West Zone,Functional
Luwani Health Centre,NE290738,Health Centre,Government,-15.3955218,34.6531907,South East Zone,Functional
Luwannje Health Post,MU210739,Health Post,Christian Health Association of Malawi (CHAM),-15.9872824,35.4166259,South West Zone,Functional
Luwawa,MZ160740,Health Centre,Government,-12.11337,33.71943,North Zone,Functional
LUWEREZI,MZ160741,Health Centre,Government,-12.48825,33.64119,North Zone,Functional
Luwuchi,RU140742,Health Centre,Christian Health Association of Malawi (CHAM),-10.68353,34.19353,North Zone,Functional
Luzi Near M1 Road,MZ160743,Health Centre,Government,-10.99681,33.95583,North Zone,Functional
Lwazi Health Centre,KB050744,Health Centre,Government,-11.51864,34.15115,North Zone,Functional
Lwezga,KA150745,Health Centre,Government,-9.9548558,33.9116481,North Zone,Functional
M & M,SA090746,Clinic,Private,-13.77024,34.43795,Central East Zone,Non-functional
M'mambo,ZA230747,Health Centre,Government,-15.26264,35.15945,South West Zone,Functional
Mabiri,MZ160748,Health Centre,Christian Health Association of Malawi (CHAM),-12.2459011,33.4298413,North Zone,Functional
Chinyanje,CK270749,Clinic,Private,-16.0430261,34.7991556,South East Zone,Non-functional
Machado,MU210750,Clinic,Private,-16.02668,35.50529,South West Zone,Non-functional
Matchereza,NT120751,Health Post,Government,-15.20665,34.84761,Centrals West Zone,Functional
ku District,MC190752,District Hospital,Government,-15.06229,35.2263,South West Zone,Functional
Machinga Boma,MC190753,Health Centre,Government,-15.1773,35.29565,South West Zone,Functional
Machinga Private Clinic,MC190754,Clinic,Mission/Faith-based (other than CHAM),-14.87401,35.52903,South West Zone,Non-functional
Joyce Banda,ZA230755,Health Centre,Government,-15.23666,35.41707,South West Zone,Functional
Macro -Blantyre,BT240756,Health Centre,Non-Government,NA,NA,South East Zone,Functional
MACRO,KA150757,Dispensary,Private,NA,NA,North Zone,Functional
MACRO,KU070758,Clinic,Mission/Faith-based (other than CHAM),NA,NA,Central East Zone,Non-functional
Macro,LL040759,Clinic,Non-Government,-13.99819,33.776,Centrals West Zone,Functional
Macro,MZ160760,Clinic,Private,-11.4649,34.00439,North Zone,Functional
Madalitso Clinic,MC190761,Clinic,Private,-14.99319,35.49219,South West Zone,Non-functional
Madalitso,MC010762,Clinic,Private,-13.42256,33.11103,Centrals West Zone,Functional
Madalitso,SA090763,Clinic,Private,-13.78414,34.45409,Central East Zone,Functional
Madalitso Pvt Clinic,MG200764,Dispensary,Private,-14.1067221,34.9154986,South West Zone,Functional
Madede,MZ160765,Health Centre,Government,-11.53894,33.29456,North Zone,Functional
Madinah social services - Ndirande,BT240766,Clinic,Non-Government,-15.77621,35.03847,South East Zone,Functional
Madinah Social Services Mobile Clinic,MG200767,Dispensary,Private,NA,NA,South West Zone,Functional
Madise,MZ160768,Health Post,Government,-11.263586,33.780672,North Zone,Functional
madisi,DA020769,Hospital,Christian Health Association of Malawi (CHAM),-13.40712,33.60813,Central East Zone,Functional
Madziabango,BT240770,Health Centre,Government,-15.9678,34.90825,South East Zone,Functional
Maera,ZA230771,Health Centre,Government,-15.50987,35.1315,South West Zone,Functional
mafale,CK270772,Dispensary,Government,-16.286443,34.838562,South East Zone,Non-functional
MAFCO,SA090773,Health Centre,Government,-13.78419,34.60338,Central East Zone,Functional
Mafisi,TH310774,Clinic,Private,-16.06805,35.25101,South East Zone,Non-functional
Mafumphizi,KU070775,Health Post,Government,-12.708423,33.437599,Central East Zone,Non-functional
Magaleta,NE290776,Health Centre,Government,-15.3951395,34.6539354,South East Zone,Functional
Maganga,MG200777,Dispensary,Private,-13.6673082,34.8498272,South West Zone,Functional
Maganga,SA090778,Health Centre,Government,-13.84681,34.5591,Central East Zone,Functional
Magomero,ZA230779,Health Centre,Christian Health Association of Malawi (CHAM),-15.56147,35.26101,South West Zone,Functional
Mangunda,TH310780,Health Centre,Government,-16.02884,35.26166,South East Zone,Functional
Mahowe,CP060781,Health Centre,Government,-10.183192,33.690349,North Zone,Functional
MAIC,DE030782,Health Post,Government,NA,NA,Centrals West Zone,Functional
Fema,CK270783,Clinic,Private,-16.26676,35.06284,South East Zone,Non-functional
Majete,CK270784,Health Centre,Government,NA,NA,South East Zone,Functional
Makande,TH310785,Health Post,Government,NA,NA,South East Zone,Functional
Makanjira,MG200786,Health Centre,Government,-13.7152548,35.0473141,South West Zone,Functional
Makapwa Health Centre,TH310787,Health Centre,Christian Health Association of Malawi (CHAM),-16.18199,35.27984,South East Zone,Functional
Makata,BT240788,Health Centre,Government,-15.62996,35.07964,South East Zone,Functional
Makhanga,NS300789,Health Centre,Government,-16.33721,35.09671,South East Zone,Functional
Makhetha health centre,BT240790,Health Centre,Government,-15.62996,35.07964,South East Zone,Functional
Makhwira,CK270791,Health Centre,Government,-16.19483,35.01065,South East Zone,Functional
Makiyoni,SA090792,Health Centre,Government,-13.58599,34.197,Central East Zone,Functional
Maku private Clinic,BK170793,Clinic,Private,-14.98521,34.94269,South West Zone,Functional
Makungwa,TH310794,Health Centre,Government,-15.901417,34.9625479,South East Zone,Functional
Mwakwapala,ZA230795,Health Centre,Government,-15.36938,35.4506,South West Zone,Functional
Promedence,BT240796,Clinic,Private,-15.75017,35.0805,South East Zone,Functional
Makwasa Estate Clinic,TH310797,Dispensary,Private,-13,33,South East Zone,Functional
Dispensory,TH310798,Clinic,Other,-16.19476,35.10564,South East Zone,Non-functional
Malabada,BT240799,Health Centre,Christian Health Association of Malawi (CHAM),-15,33,South East Zone,Functional
Malawi Army Marine,MG200800,Dispensary,Government,-14.073,34.91684,South West Zone,Non-functional
Malambo,NT080801,Health Centre,Christian Health Association of Malawi (CHAM),-13.21307,33.76244,Central East Zone,Functional
Malamulo day Amina,BT240802,Clinic,Private,-15.80361,35.07471,South East Zone,Functional
Malamulo Mission Hospital,TH310803,Hospital,Christian Health Association of Malawi (CHAM),-16.17155,35.11011,South East Zone,Functional
Malavi,CR260804,Dispensary,Government,-15.83686,35.14867,South East Zone,Functional
Malawi Institute of Management,LL040805,Dispensary,Private,NA,NA,Centrals West Zone,Functional
Polytechnic,BT240806,Clinic,Government,-15.80207,35.02718,South East Zone,Functional
Maldeco Fisheries Clinic,MG200807,Clinic,Private,-14.3335,35.1492,South West Zone,Non-functional
Malembo,MG200808,Health Centre,Christian Health Association of Malawi (CHAM),-14.236395,34.8251595,South West Zone,Functional
Malembo health centre,LL040809,Health Centre,Government,-13.62006,33.41507,Centrals West Zone,Functional
Maleta,MG200810,Health Post,Government,-13.92942,35.26355,South West Zone,Functional
Malewa,MC010811,Health Post,Government,-13.432241,33.030532,Centrals West Zone,Non-functional
Malidade,MZ160812,Health Centre,Government,-11.22926,33.49989,North Zone,Functional
Kumalinga moyo,MC190813,Health Centre,Private,-14.87031,35.5294,South West Zone,Functional
Malingunde,LL040814,Health Centre,Christian Health Association of Malawi (CHAM),-14.16887,33.6397,Centrals West Zone,Functional
Malmed,BT240815,Health Centre,Private,-15,33,South East Zone,Functional
Umoyo,LL040816,Clinic,Private,-14.00077,33.78337,Centrals West Zone,Functional
Malombe,MG200817,Health Centre,Government,-14.6305,35.34912,South West Zone,Functional
Malomo,NT080818,Health Centre,Government,-13.14861,33.83927,Central East Zone,Functional
Malowa,NK100819,Health Centre,Government,-13.1816,34.25165,Central East Zone,Functional
Malukula,MG200820,Health Centre,Government,-14.4435236,35.3559647,South West Zone,Functional
Malungo,KA150821,Health Post,Government,-9.886358,33.905859,North Zone,Functional
Maluwa,LL040822,Health Centre,Government,-14.26287,33.87364,Centrals West Zone,Functional
Mama Ethel Private,LL040823,Dispensary,Private,NA,NA,Centrals West Zone,Functional
Mama khadija,MG200824,Clinic,Private,-14.3705396,35.4941945,South West Zone,Functional
Mamoyo,DA020825,Clinic,Private,-13.53532,33.73979,Central East Zone,Non-functional
Mhone,KA150826,Clinic,Private,-9.9400195,33.924482,North Zone,Functional
Mangamba,MC190827,Health Centre,Government,-14.79145,35.43652,South West Zone,Functional
Mangochi Banja la mtsogolo,MG200828,Clinic,Non-Government,-14.48185,35.26157,South West Zone,Non-functional
Mangochi district hospital,MG200829,District Hospital,Government,-14.4817417,35.2645629,South West Zone,Functional
Mangulenje Health Centre,CK270830,Health Centre,Government,-16.10534,34.9157,South East Zone,Functional
Manjawira,NT120831,Health Centre,Government,-15.00254,34.85709,Centrals West Zone,Functional
Manjolo,LL040832,Clinic,Mission/Faith-based (other than CHAM),-13.99252,33.772,Centrals West Zone,Non-functional
Kalanga,MZ160833,Health Centre,Government,-11.2279004,33.4584974,North Zone,Functional
Manyamula,MZ160834,Health Centre,Government,-11.94005,33.43945,North Zone,Functional
Manzunga,NK100835,Clinic,Private,-12.509885,34.111282,Central East Zone,Functional
Maonde,DE030836,Health Centre,Government,-14.4057,34.11592,Centrals West Zone,Functional
Maoni,MG200837,Health Post,Christian Health Association of Malawi (CHAM),-14.51126,34.997467,South West Zone,Functional
Mapale Medical Life,MZ160838,Dispensary,Private,NA,NA,North Zone,Functional
Mapanga Maternity,TH310839,Health Centre,Government,-16.03764,35.01675,South East Zone,Functional
Maperera,CK270840,Health Centre,Government,-16.10534,34.9157,South East Zone,Functional
Mapeto,BT240841,Clinic,Private,-15.79,35.03,South East Zone,Functional
Mary Mount,MZ160842,Clinic,Private,-11.44262,34.03582,North Zone,Non-functional
Masache,CK270843,Clinic,Private,-16.27028,34.87344,South East Zone,Non-functional
Masasa,NT120844,Clinic,Government,-14.4334,34.42243,Centrals West Zone,Functional
Mase,MG200845,Health Centre,Christian Health Association of Malawi (CHAM),-14.5804702,35.3641221,South West Zone,Functional
Masenjere,NS300846,Health Centre,Government,-16.33721,35.09671,South East Zone,Functional
Masida,LL040847,Clinic,Private,-13.99477,33.81085,Centrals West Zone,Non-functional
Masm Medi - Limbe,BT240848,Clinic,Private,-15.812582,35.055045,South East Zone,Functional
MASM,MZ160849,Clinic,Private,-11.4715261,33.9949023,North Zone,Functional
Area 12 Masm clinic,LL040850,Hospital,Private,-13.9319,33.81007,Centrals West Zone,Functional
Masm,ZA230851,Clinic,Private,-15.37823,35.331592,South West Zone,Functional
Matabwa,SA090852,Dispensary,Private,-13.72862,34.61536,Central East Zone,Functional
Matanda,NT120853,Health Centre,Christian Health Association of Malawi (CHAM),-15.10516,34.66845,Centrals West Zone,Functional
Matandani Health Centre,NE290854,Health Centre,Christian Health Association of Malawi (CHAM),-15.33071,34.65321,South East Zone,Functional
Matapira,LL040855,Health Centre,Government,-14.01108,33.97509,Centrals West Zone,Functional
Matawale,ZA230856,Health Centre,Government,-15.39029,35.35958,South West Zone,Functional
Matchereza,NT120857,Clinic,Government,-15.20675,34.8479,Centrals West Zone,Non-functional
Matekenya,DA020858,Health Centre,Government,-13.564647,34.047714,Central East Zone,Functional
Matewere,NT120859,Dispensary,Private,NA,NA,Centrals West Zone,Functional
Matiki,NK100860,Health Centre,Non-Government,-12.49874,34.15464,Central East Zone,Functional
Matiya,ZA230861,Health Centre,Christian Health Association of Malawi (CHAM),-15.53371,35.5478,South West Zone,Functional
Matope Health Centre,NE290862,Health Centre,Christian Health Association of Malawi (CHAM),-15.3537,34.94732,South East Zone,Functional
Matuli,MZ160863,Health Centre,Government,-11.48513,33.89613,North Zone,Functional
Matumba,DE030864,Health Centre,Christian Health Association of Malawi (CHAM),-14.37283,33.90594,Centrals West Zone,Functional
Kambuni,KB050865,Health Centre,Government,-11.73518,34.23514,North Zone,Functional
Maula Prison,LL040866,Clinic,Government,-13.97,33.77,Centrals West Zone,Functional
Mauwa,CR260867,Health Centre,Government,-15.65283,35.2498,South East Zone,Functional
Mayaka,ZA230868,Health Centre,Christian Health Association of Malawi (CHAM),-15.57355,35.3728,South West Zone,Functional
Mayani,DE030869,Health Centre,Government,-14.09697,34.24281,Centrals West Zone,Functional
Maziko Private,LL040870,Clinic,Private,-14.004942,33.8163,Centrals West Zone,Functional
MBA-Esita,DA020871,Clinic,Private,-13.28282,33.68994,Central East Zone,Non-functional
Mbabvi,LL040872,Health Centre,Government,-13.92808,33.67087,Centrals West Zone,Functional
Mbalachanda,MZ160873,Health Centre,Government,-11.35738,33.37133,North Zone,Functional
Mbalama,MG200874,Clinic,Government,-14.71435,35.49846,South West Zone,Non-functional
Mbalanguzi Heallth Post,TH310875,Health Post,Christian Health Association of Malawi (CHAM),-16.250872,35.166657,South East Zone,Non-functional
Mbalunji,KU070876,Clinic,Private,-12.81406,33.4339,Central East Zone,Non-functional
Mbang'ombe 2,LL040877,Health Centre,Government,-14.16945,33.37942,Centrals West Zone,Functional
Mbang'ombe 1,LL040878,Health Centre,Government,-13.73673,33.71382,Centrals West Zone,Functional
Mbanira,MC190879,Health Post,Government,-14.975262,35.598659,South West Zone,Functional
Mbawemi,MZ160880,Clinic,Private,-11.892919,33.593268,North Zone,Functional
Mbayani health Centre,BT240881,Clinic,Government,-15.775577,35.000875,South East Zone,Functional
Mbayani Health Care Clinic,BT240882,Clinic,Private,-15.765541,35.004675,South East Zone,Functional
Mbenje,NS300883,Health Centre,Government,-16.99464,35.22079,South East Zone,Functional
Mbera,BK170884,Health Centre,Government,-14.91088,35.05326,South West Zone,Functional
Mbingwa,DA020885,Health Centre,Government,-13.54425,33.51485,Central East Zone,Functional
kwaMbiza,MU210886,Health Centre,Government,-16.0928127,35.3461829,South West Zone,Functional
Mboma,TH310887,Unclassified,Private,-15,35,South East Zone,Functional
Mbonechera,MC190888,Dispensary,Government,-14.88932,35.47818,South West Zone,Functional
Mbulumbuzi,CR260889,Health Centre,Government,-15.63834,35.15687,South East Zone,Functional
Germa Private clinic,TH310890,Clinic,Private,-15.88722,35.06443,South East Zone,Non-functional
Mbwana Private Clinic,ZA230891,Dispensary,Private,NA,NA,South West Zone,Functional
Mbwatalika,LL040892,Health Centre,Christian Health Association of Malawi (CHAM),-14.00387,33.5507,Centrals West Zone,Functional
Mchacha James,NS300893,Health Post,Government,-16.76255,35.04739,South East Zone,Functional
Mchenga,RU140894,Clinic,Non-Government,-10.69957,34.14036,North Zone,Functional
Mchenga Private Clinic,KU070895,Clinic,Private,-12.575035,33.514531,Central East Zone,Non-functional
Mchima,TH310896,Health Post,Private,-16.11388,35.14018,South East Zone,Non-functional
Mchina,CP060897,Health Post,Government,-10.309487,33.711544,North Zone,Functional
Mchinji,MC010898,District Hospital,Government,-13.80273,32.88716,Centrals West Zone,Functional
Mchoka,SA090899,Health Centre,Government,-13.92593,34.48984,Central East Zone,Functional
Mdeka,BT240900,Health Centre,Government,-15.46769,34.94236,South East Zone,Functional
Mdeza,DE030901,Clinic,Government,-14.2351461,33.967781,Centrals West Zone,Functional
Mdunga,KU070902,Health Centre,Government,-12.9931,33.8519,Central East Zone,Functional
Masm,LL040903,Clinic,Non-Government,-13.96471,33.77771,Centrals West Zone,Non-functional
City Health Clinic,BT240904,Clinic,Mission/Faith-based (other than CHAM),-15.79648,35.00797,South East Zone,Functional
Mehboob Memorial Centre,MG200905,Clinic,Mission/Faith-based (other than CHAM),NA,NA,South West Zone,Non-functional
Melbooh,MG200906,Clinic,Non-Government,-14.36,35.17,South West Zone,Non-functional
Merit Clinic,BT240907,Clinic,Private,-15.77927,35.04387,South East Zone,Functional
Merry Year Health,LL040908,Dispensary,Private,NA,NA,Centrals West Zone,Functional
Mfera,CK270909,Health Centre,Government,-16.06818,34.86724,South East Zone,Functional
Mganja,DE030910,Health Centre,Government,-14.42048,34.52305,Centrals West Zone,Functional
Mgoza,MZ160911,Health Post,Government,-12.67329,33.831326,North Zone,Functional
Mhalaunda,MZ160912,Health Centre,Christian Health Association of Malawi (CHAM),-12.05118,33.46656,North Zone,Functional
MHRYN Private,LL040913,Dispensary,Private,NA,NA,Centrals West Zone,Functional
Mhuju Rural Hospital,RU140914,Hospital,Government,-10.86685,33.99765,North Zone,Functional
Mianga Estate Clinic,MU210915,Dispensary,Private,NA,NA,South West Zone,Non-functional
Mianga Clinic,TH310916,Clinic,Other,-16.09883,35.07553,South East Zone,Functional
Kwa Gwamba,RU140917,Clinic,Private,-11.02,33.78,North Zone,Functional
Medi Tech Private,BT240918,Hospital,Private,NA,NA,South East Zone,Functional
Midzemba,NE290919,Dispensary,Government,NA,NA,South East Zone,Functional
Migowi,PH220920,Health Centre,Government,-15.71922,35.68542,South West Zone,Functional
Mikoke,NT120921,Hospital,Government,NA,NA,Centrals West Zone,Functional
Mikolongwe,TH310922,Health Centre,Government,-15.90149,35.18367,South East Zone,Functional
Mikondo,DE030923,Health Centre,Christian Health Association of Malawi (CHAM),-14.44767,33.93951,Centrals West Zone,Functional
Mikundi,TH310924,Dispensary,Private,-16.018751,35.125457,South East Zone,Non-functional
Mikundi Health Centre,MC010925,Health Centre,Government,-13.70751,33.13821,Centrals West Zone,Functional
