facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status
Jimmy,121405-5,Health Laboratory,Private,NA,NA,Dar es Salaam,Operating
SANDARYA HEALTH,112341-3,Health Center,Private,-6.61425,39.11389,Dar es Salaam,Operating
MBEZI BEACH,113495-6,Health Laboratory,Private,-6.7299,39.21489,Dar es Salaam,Operating
MAKONGO,123729-6,Clinic,Private,-6.15278,39.60365,Dar es Salaam,Operating
SINO TANZANIA KANGNING,124145-4,Clinic,Private,-6.82872,39.31079,Dar es Salaam,Operating
Mikoroshini,113878-3,Dispensary,Public,-6.77294,39.26951,Dar es Salaam,Operating
MT SINAI WAZO,113735-5,Dispensary,Private,-6.66701,39.17775,Dar es Salaam,Operating
GR,123512-6,Health Laboratory,Private,-6.78996,39.26506,Dar es Salaam,Operating
RANI,112193-8,Clinic,Private,-6.74643,39.23534,Dar es Salaam,Operating
INTERNATIONAL EYE,112364-5,Clinic,Private,-6.7785,39.25769,Dar es Salaam,Operating
MAMA NGOMA,110620-2,Hospital,Private,-6.77008,39.22719,Dar es Salaam,Operating
MZIMUNI,106052-4,Dispensary,Public,-6.81133,39.25603,Dar es Salaam,Operating
ST. JUDE,121766-0,Clinic,Private,-6.78063,39.26281,Dar es Salaam,Operating
MPIJI MBWENI,105371-9,Dispensary,Public,-6.59121,39.11669,Dar es Salaam,Operating
NATIONAL DEFENCE COLLEGE,111825-6,Dispensary,Public,NA,NA,Dar es Salaam,Operating
POLICE KUNDUCHI,121590-4,Dispensary,Public,NA,NA,Dar es Salaam,Operating
CHAMVENG,123625-6,Clinic,Private,-6.82947,39.52957,Dar es Salaam,Operating
MASAKI HEALTH CARE,120614-3,Clinic,Private,-6.75045,39.28002,Dar es Salaam,Operating
MWANANYAMALA,105905-4,Hospital,Public,-6.78753,39.254381,Dar es Salaam,Operating
ST. LEOPARD,121012-9,Dispensary,Private,NA,NA,Dar es Salaam,Operating
MOTHER THERESA SOS,120618-4,Dispensary,Private,-6.70427,39.15125,Dar es Salaam,Operating
MECCO,121767-8,Dispensary,Private,-6.80608,39.2571,Dar es Salaam,Operating
APPLEDENT,122327-0,Clinic,Private,-6.80629,39.25724,Dar es Salaam,Operating
KAMBANGWA,105906-2,Dispensary,Public,-6.78858,39.25442,Dar es Salaam,Operating
IMTU,101805-0,Hospital,Private,-6.711291,39.209721,Dar es Salaam,Operating
Suby,107650-4,Maternity Home,Private,-6.800339,39.244272,Dar es Salaam,Operating
NURU,124008-4,Dispensary,Private,NA,NA,Dar es Salaam,Operating
DOCTORS PLAZA,110665-7,Clinic,Private,-6.77825,39.26613,Dar es Salaam,Operating
SAFECARE,120253-0,Clinic,Private,-6.48895,39.24319,Dar es Salaam,Operating
JJ EYETECH,121033-5,Clinic,Private,-6.78069,39.26522,Dar es Salaam,Operating
MSISIRI BAKWATA,105479-0,Dispensary,Private,-6.78414,39.25745,Dar es Salaam,Operating
EBEN WELLNESS,123939-1,Clinic,Private,-6.74073,39.23034,Dar es Salaam,Operating
AMREF,114336-1,Health Laboratory,Private,-6.78632,39.25152,Dar es Salaam,Operating
KUNDUCHI,103336-4,Dispensary,Public,-6.67013,39.20818,Dar es Salaam,Operating
We Care,122093-8,Health Laboratory,Private,NA,NA,Dar es Salaam,Operating
Nsambo   Health  Care,120911-3,Clinic,Private,NA,NA,Dar es Salaam,Operating
MAKUMBUSHO,114099-5,Dispensary,Public,NA,NA,Dar es Salaam,Operating
MARIA,123641-3,Clinic,Private,-6.16347,39.38457,Dar es Salaam,Operating
CHANCE OPTO-CARE CENTRE,121561-5,Clinic,Private,NA,NA,Dar es Salaam,Operating
PATHLABS,120569-9,Clinic,Private,NA,NA,Dar es Salaam,Operating
MBEZI,110756-4,Clinic,Private,-6.73073,39.21709,Dar es Salaam,Operating
EDEN,113475-8,Health Laboratory,Private,-6.72346,39.2298,Dar es Salaam,Operating
KISIWANI,110757-2,Dispensary,Private,-6.79293,39.25178,Dar es Salaam,Operating
JOHESB,113481-6,Health Laboratory,Private,-6.674763,39.171021,Dar es Salaam,Operating
SALAAMAN,111384-4,Hospital,Private,-6.80499,39.26032,Dar es Salaam,Operating
LANCET,113471-7,Health Laboratory,Private,NA,NA,Dar es Salaam,Operating
CANCER CARE AND COUNSELING,112048-4,Clinic,Private,-6.7076,39.226,Dar es Salaam,Operating
SERENEDERM,120731-5,Clinic,Private,-6.64821,39.17331,Dar es Salaam,Operating
WAZO HILL,113476-6,Health Laboratory,Private,-6.67719,39.15678,Dar es Salaam,Operating
ANKO J(MICO),113485-7,Health Laboratory,Private,-6.79686,39.2482,Dar es Salaam,Operating
LUCASIA,124041-5,Dispensary,Private,-6.13567,39.18051,Dar es Salaam,Operating
TANDALE,114335-3,Health Laboratory,Private,-6.796355,NA,Dar es Salaam,Operating
BAHARI,113493-1,Health Laboratory,Private,-6.80206,39.24745,Dar es Salaam,Operating
MICO GB,113500-3,Health Laboratory,Private,-6.80849,39.26126,Dar es Salaam,Operating
MMR,105231-5,Dispensary,Private,-6.78093,39.25126,Dar es Salaam,Operating
JOMI,113502-9,Health Laboratory,Private,-6.63071,39.1522,Dar es Salaam,Operating
JAE,123658-7,Clinic,Private,NA,NA,Dar es Salaam,Operating
ST. Y'SALEM,123952-4,Dispensary,Private,-6.72883,39.23024,Dar es Salaam,Operating
SMART,111114-5,Clinic,Private,NA,39.24996,Dar es Salaam,Operating
Tanzania People’s Defence Force(TPDF),123025-9,Blood Transfusion Centre at Zonal Level,Public,NA,NA,Dar es Salaam,Operating
THYROCARE,123667-8,Health Laboratory,Private,-6.78399,39.25599,Dar es Salaam,Operating
EAGLE,121905-4,Health Laboratory,Private,NA,NA,Dar es Salaam,Operating
Melkianc,111450-3,Clinic,Private,-6.65799,39.18011,Dar es Salaam,Operating
RELIABLE,123783-3,Clinic,Private,-6.75653,39.24628,Dar es Salaam,Operating
AVIANNA,123941-7,Clinic,Private,-6.71951,39.23161,Dar es Salaam,Operating
Mutokiti,122061-5,Health Laboratory,Private,NA,NA,Dar es Salaam,Operating
EMPIRE,120986-5,Clinic,Private,-6.77773,39.26567,Dar es Salaam,Operating
TSUNNY,112047-6,Clinic,Private,-6.66771,39.18812,Dar es Salaam,Operating
MACHAKANI,120508-7,Dispensary,Private,-6.64352,39.17723,Dar es Salaam,Operating
PRIME,123735-3,Clinic,Private,-6.78127,39.28339,Dar es Salaam,Operating
MEDIKA,122916-0,Dispensary,Private,-6.66564,39.19036,Dar es Salaam,Operating
MMBAGA HEALTH CARE AND TREATMENT,123190-1,Dispensary,Private,-6.78919,39.25657,Dar es Salaam,Operating
KIAN,123670-2,Health Laboratory,Private,-6.78586,39.26563,Dar es Salaam,Operating
KWISA,123793-2,Clinic,Private,-6.63338,39.14642,Dar es Salaam,Operating
APALA,111927-0,Clinic,Private,NA,NA,Dar es Salaam,Operating
LUSUNGU,110681-4,Clinic,Private,-6.78851,39.25329,Dar es Salaam,Operating
Y&M EXPRESS LIMITED,121149-9,Health Laboratory,Private,-6.77115,39.26151,Dar es Salaam,Operating
RED CROSS HUMANITARIAN,108700-6,Dispensary,Private,-6.73965,39.22361,Dar es Salaam,Operating
MAKUSARO WAZO,121309-9,Dispensary,Private,-6.66595,39.17641,Dar es Salaam,Operating
ARAFA VIGAENI,110639-2,Dispensary,Private,-6.62014,39.11132,Dar es Salaam,Operating
OB MTONI,122422-9,Health Laboratory,Private,NA,NA,Dar es Salaam,Operating
ST. JOSEPH,121240-6,Clinic,Private,NA,NA,Dar es Salaam,Operating
CCBRT,100681-6,Hospital,Private,-6.76786,39.27119,Dar es Salaam,Operating
NEW VIJANA,120742-2,Dispensary,Private,NA,NA,Dar es Salaam,Operating
KASAMBO,122340-3,Clinic,Private,-6.81575,39.23151,Dar es Salaam,Operating
ADVANCE DENTAL & IMPLANT CENTER,124383-1,Clinic,Private,-6.76724,39.28339,Dar es Salaam,Operating
AFROCHINA SAFE,123795-7,Dispensary,Private,NA,NA,Dar es Salaam,Operating
VISION CARE,110773-9,Clinic,Private,-6.76942,39.21891,Dar es Salaam,Operating
Uhondi,122064-9,Health Laboratory,Private,NA,NA,Dar es Salaam,Operating
MOUNT UKOMBOZI,105512-8,Hospital,Private,-6.77894,39.26414,Dar es Salaam,Operating
KAIZORA,122615-8,Physiotherapy Clinic,Private,NA,NA,Dar es Salaam,Operating
RESA,112347-0,Clinic,Private,-6.66413,39.20596,Dar es Salaam,Operating
KALENGA MEDICAL,121190-3,Health Laboratory,Private,NA,NA,Dar es Salaam,Operating
MKOMBOZ,122049-0,Health Laboratory,Private,-6.73066,39.20916,Dar es Salaam,Operating
MICO MKWAJUNI,104854-5,Dispensary,Private,-6.796159,39.264482,Dar es Salaam,Operating
SHIFA PAN AFRICAN,123509-2,Hospital,Private,-6.79205,39.27421,Dar es Salaam,Operating
TAIFO KUNDUCHI,111382-8,Dispensary,Private,-6.67648,39.20514,Dar es Salaam,Operating
MAKONGO HILLS,110472-8,Dispensary,Private,-6.75771,39.199038,Dar es Salaam,Operating
OMEGA,112194-6,Clinic,Private,-6.80649,39.25404,Dar es Salaam,Operating
MINT,123497-0,Clinic,Private,-6.74215,39.23781,Dar es Salaam,Operating
WATER OF LIFE,112586-3,Clinic,Private,NA,NA,Dar es Salaam,Operating
FAJUSA,113480-8,Health Laboratory,Private,-6.79859,39.24859,Dar es Salaam,Operating
EIFFEL,112544-2,Clinic,Private,NA,NA,Dar es Salaam,Operating
MBWENI JKT,110626-9,Dispensary,Public,-6.6083,39.16358,Dar es Salaam,Operating
CAREPLUS HEALTHY,123888-0,Health Laboratory,Private,-6.80302,35.15641,Dar es Salaam,Operating
PREMIER TAG,123098-6,Clinic,Private,-6.74845,39.28149,Dar es Salaam,Operating
PRECIOUS HEARTS PEDIATRIC,124387-2,Clinic,Private,-6.13567,39.25326,Dar es Salaam,Operating
SHREE HINDU MANDAL,114184-5,Clinic,Private,-6.66107,39.20223,Dar es Salaam,Operating
Juhudi,122101-9,Health Laboratory,Private,NA,NA,Dar es Salaam,Operating
ST NDAHANI,113839-5,Health Center,Private,-6.73702,39.22376,Dar es Salaam,Operating
NIKI,106474-0,Dispensary,Private,NA,NA,Dar es Salaam,Operating
ALFA,123815-3,Hospital,Private,-6.16245,39.46278,Dar es Salaam,Operating
Sisa,104375-1,Health Center,Private,-6.78452,39.25049,Dar es Salaam,Operating
DIVINE HEART,124395-5,Ambulance and Air Services,Private,-6.74638,39.28339,Dar es Salaam,Operating
MEDWIN FAMILY HEALTHCARE,112595-4,Clinic,Private,-6.671173,39.196016,Dar es Salaam,Operating
ST. DIDAS HEALTH CARE,120262-1,Dispensary,Private,NA,NA,Dar es Salaam,Operating
HEAD TO TOE,121100-2,Clinic,Private,NA,NA,Dar es Salaam,Operating
BRICKLINE,114296-7,Health Laboratory,Private,-6.820581,NA,Dar es Salaam,Operating
NEW TEGETA,106319-7,Dispensary,Private,-6.66691,39.18977,Dar es Salaam,Operating
MICO CHARITABLE,104860-2,Dispensary,Private,-6.69953,39.19726,Dar es Salaam,Operating
NEW VISION SPECIALIST,111367-9,Clinic,Private,-6.77225,39.27052,Dar es Salaam,Operating
LUGALO,103632-6,Hospital,Public,-6.6485864,39.1777253,Dar es Salaam,Operating
SABINA,112581-4,Clinic,Private,NA,NA,Dar es Salaam,Operating
KEMIL & DIASON,112049-2,Clinic,Private,-6.62015,39.09701,Dar es Salaam,Operating
REHOBOTH,114321-3,Health Laboratory,Private,-6.78007,39.24095,Dar es Salaam,Operating
ATTENTIVE,122325-4,Clinic,Private,-6.75465,39.23771,Dar es Salaam,Operating
HANANASIF,108644-6,Dispensary,Public,-6.80138,39.26692,Dar es Salaam,Operating
RAYMA'S,113482-4,Health Laboratory,Private,-6.791275,NA,Dar es Salaam,Operating
KYGO,122558-0,Clinic,Private,-6.26821,39.74189,Dar es Salaam,Operating
KIJITONYAMA,102761-4,Dispensary,Public,-6.77605,39.23143,Dar es Salaam,Operating
BUNJU,112653-1,Clinic,Private,-6.61886,39.09987,Dar es Salaam,Operating
Nyota Njema,112548-3,Dispensary,Private,NA,NA,Dar es Salaam,Operating
GODGIVEN,123514-2,Health Laboratory,Private,-6.66667,39.16702,Dar es Salaam,Operating
SAINT BENEDICTA,123588-6,Clinic,Private,NA,NA,Dar es Salaam,Operating
VISION PLUS LTD,110485-0,Clinic,Private,NA,NA,Dar es Salaam,Operating
KINONDONI,101017-2,Hospital,Private,-6.78723,39.26338,Dar es Salaam,Operating
KAWE,102508-9,Health Center,Public,-6.73995,39.22662,Dar es Salaam,Operating
IST,101813-4,Clinic,Private,-6.75895,39.27835,Dar es Salaam,Operating
SMILE,123189-3,Clinic,Private,-6.75539,39.27491,Dar es Salaam,Operating
SANGA'S EYE CENTRE,123774-2,Clinic,Private,NA,NA,Dar es Salaam,Operating
OB,113494-9,Health Laboratory,Private,-6.65941,39.18277,Dar es Salaam,Operating
MWENGE,106002-9,Dispensary,Public,-6.766982,39.231561,Dar es Salaam,Operating
MABWEPANDE,110496-7,Hospital,Public,-6.38621,39.0534,Dar es Salaam,Operating
PREMIER CARE,123214-9,Clinic,Private,-6.77841,39.26969,Dar es Salaam,Operating
EMILIO MZENA MEMORIAL,101077-6,Hospital,Public,-6.77347,39.25209,Dar es Salaam,Operating
AMRED,120575-6,Health Center,Private,NA,NA,Dar es Salaam,Operating
GENESIS FAMILY,111393-5,Clinic,Private,-6.68888,NA,Dar es Salaam,Operating
MASAKI OPTICIANS MIKOCHENI PLAZA,122834-5,Clinic,Private,NA,NA,Dar es Salaam,Operating
ESTHETIC ZONE,123940-9,Clinic,Private,-6.75971,39.27951,Dar es Salaam,Operating
FARAJAH OPTIMUM,123198-4,Clinic,Private,-6.80886,39.2606,Dar es Salaam,Operating
ALIMAUA,121417-0,Health Center,Public,-6.47099,39.24203,Dar es Salaam,Operating
CRADLE,112349-6,Health Center,Private,-6.80594,39.25706,Dar es Salaam,Operating
EDEN,112562-4,Dispensary,Private,NA,NA,Dar es Salaam,Operating
OPTICAL CENTRE,112635-8,Clinic,Private,NA,NA,Dar es Salaam,Operating
MTAMBANI,122554-9,Clinic,Private,NA,NA,Dar es Salaam,Operating
SANITAS,107289-1,Health Center,Private,-6.75643,39.24826,Dar es Salaam,Operating
ALBU SAID HEALTH,120875-0,Dispensary,Private,-6.81914,39.24596,Dar es Salaam,Operating
ARAFA HURUMA,100147-8,Dispensary,Private,-6.66753,39.18776,Dar es Salaam,Operating
MEDI-CHECK,123070-5,Dispensary,Private,-6.12673,39.19567,Dar es Salaam,Operating
El-Shadai,122054-0,Health Laboratory,Private,NA,NA,Dar es Salaam,Operating
LAFORTIS,121083-0,Dispensary,Private,NA,NA,Dar es Salaam,Operating
NDUMBWI,106279-3,Dispensary,Public,-6.714121,39.201653,Dar es Salaam,Operating
MAGRETI MEMORIAL,113879-1,Dispensary,Private,NA,NA,Dar es Salaam,Operating
OYSTERBAY POLICE,106945-9,Dispensary,Public,-6.76829,39.2743,Dar es Salaam,Operating
NYAKASANGWE,122351-0,Health Center,Public,-6.75644,39.45344,Dar es Salaam,Operating
CAMI,122679-4,Clinic,Private,-6.80436,39.25809,Dar es Salaam,Operating
AMERICAN,122897-2,Clinic,Private,-6.77059,39.27378,Dar es Salaam,Operating
REACH TANZANIA,123184-4,Clinic,Private,-6.67332,39.18211,Dar es Salaam,Operating
AGHANKIKO,121258-8,Clinic,Private,NA,NA,Dar es Salaam,Operating
FURAHA,120336-3,Hospital,Private,NA,NA,Dar es Salaam,Operating
MUZDALIFAH EYE CLINIC,124069-6,Clinic,Private,NA,NA,Dar es Salaam,Operating
TEGETA,107799-9,Dispensary,Public,-6.66459,39.19244,Dar es Salaam,Operating
Tanzania Nordic,120712-5,Hospital,Private,NA,NA,Dar es Salaam,Operating
MAGOMENI UPENDO,112585-5,Clinic,Private,-6.77855,39.25187,Dar es Salaam,Operating
BWIKIZO,123321-2,Health Laboratory,Private,-6.79444,39.24452,Dar es Salaam,Operating
FOBAMA,121394-1,Clinic,Private,NA,NA,Dar es Salaam,Operating
RC HEALTH CARE,112588-9,Dispensary,Private,NA,NA,Dar es Salaam,Operating
VICTORIOUS,122917-8,speech and language therapy clinic,Private,-6.76697,39.24342,Dar es Salaam,Operating
REHANI,123290-9,Health Laboratory,Private,-6.37426,39.09037,Dar es Salaam,Operating
MAKONGO JUU,108450-8,Dispensary,Public,-6.758377,39.203005,Dar es Salaam,Operating
M.S.,121229-9,Clinic,Private,NA,NA,Dar es Salaam,Operating
HEALTHHUB LIMITED,123186-9,Physiotherapy Clinic,Private,-6.78253,39.27387,Dar es Salaam,Operating
Moyo Health Care,120341-3,Clinic,Private,NA,NA,Dar es Salaam,Operating
KIGOGO,102710-1,Dispensary,Public,-6.8164,39.2395,Dar es Salaam,Operating
BUNJU A LABORATORY,120350-4,Health Laboratory,Private,NA,NA,Dar es Salaam,Operating
AIRMED ADVANCED FERTILITY CENTRE,120909-7,Clinic,Private,-6.75076,39.28094,Dar es Salaam,Operating
MF MSIGANI,121314-9,Dispensary,Private,-6.66886,39.13042,Dar es Salaam,Operating
CHANGANYIKENI LGA,122350-2,Dispensary,Public,-6.24456,39.45621,Dar es Salaam,Operating
HEAMEDA  DIALYSIS CENTRE,120361-1,Clinic,Private,NA,NA,Dar es Salaam,Operating
WAZO,112579-8,Clinic,Private,NA,NA,Dar es Salaam,Operating
MSASANI PENINSULA,109267-5,Hospital,Private,-6.78094,39.26507,Dar es Salaam,Operating
P & G,121479-0,Health Laboratory,Private,NA,NA,Dar es Salaam,Operating
REVIMMHOPE,123052-3,Clinic,Private,-6.45027,39.16483,Dar es Salaam,Operating
Unicare,121318-0,Clinic,Private,NA,NA,Dar es Salaam,Operating
TEGETA MISSION,107800-5,Dispensary,Private,-6.66779,39.19209,Dar es Salaam,Operating
DIANA MEMORIAL,113477-4,Health Laboratory,Private,-6.787405,NA,Dar es Salaam,Operating
SIRONA HEALTHCARE,112342-1,Clinic,Private,-6.77485,39.2556,Dar es Salaam,Operating
BURUMAWE,121165-5,Clinic,Private,NA,NA,Dar es Salaam,Operating
TMJ,107850-0,Hospital,Private,-6.76724,39.26077,Dar es Salaam,Operating
TANKI BOVU,110624-4,Clinic,Private,-6.72885,39.21451,Dar es Salaam,Operating
MABWEPANDE,108643-8,Dispensary,Public,-6.65609,39.08217,Dar es Salaam,Operating
AJ,123578-7,Clinic,Private,-6.76234,39.23195,Dar es Salaam,Operating
RAHSAL,123938-3,Clinic,Private,-6.75597,39.24694,Dar es Salaam,Operating
MBEZI JUU,121308-1,Clinic,Private,NA,NA,Dar es Salaam,Operating
SMAGORWA EYE CENTER,112763-8,Clinic,Private,-4.90714,29.66171,Dar es Salaam,Operating
UZAYR'S CHILD DEVELOPMENT AND LEARNING CENTRE,123487-1,Physiotherapy Clinic,Private,-6.7443,39.27775,Dar es Salaam,Operating
WAMBAJE MICO MEDICAL LABS AND CONSULTATION,120668-9,Health Laboratory,Private,NA,NA,Dar es Salaam,Operating
CREST MEDICAL,124377-3,Dispensary,Private,-6.75653,39.25311,Dar es Salaam,Operating
MWITE MUUGUZI MOBILE SERVICES AND,123836-9,Nursing Home,Private,-6.14267,39.65439,Dar es Salaam,Operating
MOSHA,105305-7,Clinic,Private,-6.80765,39.25287,Dar es Salaam,Operating
MIMINIKO,122566-3,Clinic,Private,-6.60721,39.15258,Dar es Salaam,Operating
361 KJ,111824-9,Dispensary,Public,NA,NA,Dar es Salaam,Operating
NAZARETI,113491-5,Health Laboratory,Private,-6.778367,NA,Dar es Salaam,Operating
GIRAFFE SALASALA,121818-9,Dispensary,Private,NA,NA,Dar es Salaam,Operating
GERMAN,123800-5,Clinic,Private,NA,NA,Dar es Salaam,Operating
AGA KHAN,110621-0,Clinic,Private,-6.72554,39.21402,Dar es Salaam,Operating
TEGETA,113470-9,Health Laboratory,Private,-6.66559,39.1904,Dar es Salaam,Operating
ALFADENT,122552-3,Clinic,Private,NA,NA,Dar es Salaam,Operating
SIGHT PLUS,120466-8,Clinic,Private,NA,NA,Dar es Salaam,Operating
MEDINOVA,122813-9,Clinic,Private,-6.78311,39.27638,Dar es Salaam,Operating
NEW HOPE (T) HEARING CENTRE,124380-7,Clinic,Private,-6.13566,39.12467,Dar es Salaam,Operating
AFYA BORA,121185-3,Clinic,Private,-6.77631,39.26013,Dar es Salaam,Operating
ANTONIA VERNA,122314-8,Physiotherapy Clinic,Private,-6.69268,39.16328,Dar es Salaam,Operating
TANDALE RC,107739-5,Clinic,Private,-6.79704,39.24109,Dar es Salaam,Operating
KBD ROYAL,111365-3,Clinic,Private,-6.77556,39.23792,Dar es Salaam,Operating
MASANA,108627-1,Hospital,Private,-6.72499,39.21164,Dar es Salaam,Operating
ELITE,110751-5,Clinic,Private,-6.7686,39.27399,Dar es Salaam,Operating
AGA KHAN MASAKI,120284-5,Clinic,Private,-6.7468,39.27632,Dar es Salaam,Operating
MAKANYA,121906-2,Health Laboratory,Private,NA,NA,Dar es Salaam,Operating
DIVIN,120532-7,Health Laboratory,Private,NA,NA,Dar es Salaam,Operating
ARMI,120468-4,Clinic,Private,NA,NA,Dar es Salaam,Operating
TAIFO SHUKURU,111381-0,Dispensary,Private,-6.74078,39.20731,Dar es Salaam,Operating
MOUNT UKOMBOZI,112560-8,Dispensary,Private,NA,NA,Dar es Salaam,Operating
BEST,122743-8,Health Laboratory,Private,-6.62149,39.11063,Dar es Salaam,Operating
KISHEVA,122849-3,Clinic,Private,-6.42221,39.11524,Dar es Salaam,Operating
FARAJA,110628-5,Clinic,Private,-6.6766,39.15615,Dar es Salaam,Operating
SAIFEE,121001-2,Hospital,Private,-6.78146,39.27394,Dar es Salaam,Operating
OB,123303-0,Health Laboratory,Private,NA,NA,Dar es Salaam,Operating
CURE AFYA,112575-6,Clinic,Private,-6.77458,39.27063,Dar es Salaam,Operating
SAFECARE,120338-9,Clinic,Private,-6.48895,39.24319,Dar es Salaam,Operating
KILUVYA JWTZ,102886-9,Dispensary,Public,-6.80153,39.0361,Pwani,Operating
KIHARE,102738-2,Dispensary,Public,-7.46942,38.6695,Pwani,Operating
PANGALAMWENGEREZA,122425-2,Dispensary,Public,7.391343,38.622732,Pwani,Operating
MAFIZI,103881-9,Dispensary,Public,-6.98046,38.58892,Pwani,Operating
NYANI,115319-6,Dispensary,Public,-7.15514,38.19594,Pwani,Operating
KISOPWA,103133-5,Dispensary,Public,NA,NA,Pwani,Operating
MWANZOMGUMU,105952-6,Dispensary,Public,-7.15748,39.0014,Pwani,Operating
MWANYIKA,123048-1,Dispensary,Private,-6.49316,38.59073,Pwani,Operating
BAMITA  KISARAWE,124350-0,Dispensary,Private,-6.54586,39.04229,Pwani,Operating
MTAMBA,111513-8,Dispensary,Public,-7.06156,38.9243,Pwani,Operating
GWATA,101285-5,Dispensary,Public,-7.13611,38.50477,Pwani,Operating
ZEGERO,108411-0,Dispensary,Public,-7.00034,38.71559,Pwani,Operating
KWALA,114164-7,Dispensary,Public,-7.32629,38.66207,Pwani,Operating
KAZIMZUMBWI,108590-1,Dispensary,Public,-7.00039,38.71558,Pwani,Operating
SUNGWI,107671-0,Dispensary,Public,-7.04361,38.9755,Pwani,Operating
KURUI,103343-0,Dispensary,Public,-7.05407,38.74156,Pwani,Operating
SOFU,107512-6,Dispensary,Public,-7.27418,38.65374,Pwani,Operating
CHOLE,100873-9,Health Center,Public,-7.35744,38.67218,Pwani,Operating
VISIGA,113759-5,Dispensary,Public,-7.31318,38.79243,Pwani,Operating
MSANGA,105431-1,Dispensary,Public,-7.28435,38.77012,Pwani,Operating
HOMBOZA,101385-3,Health Center,Public,-7.06251,39.0522,Pwani,Operating
New Nyota Njema,120889-1,Dispensary,Private,-7.05037,39.061905,Pwani,Operating
MHAGA,122447-6,Dispensary,Public,-7.07133,38.52511,Pwani,Operating
VIHINGO,108254-4,Dispensary,Public,-6.89578,38.71926,Pwani,Operating
MASANGANYA,104380-1,Dispensary,Public,-7.16598,38.9074,Pwani,Operating
PALAKA,111476-8,Dispensary,Public,-7.13614,38.8006,Pwani,Operating
KIBWEMWENDA,113760-3,Dispensary,Public,-6.86047,38.80201,Pwani,Operating
VIKUMBURU,108261-9,Dispensary,Public,-7.43565,38.59592,Pwani,Operating
MIHUGWE,113758-7,Dispensary,Public,-6.89682,38.65886,Pwani,Operating
KIBAONI,115270-1,Dispensary,Private,-6.90793,39.07044,Pwani,Operating
TRUST MEDICAL,113757-9,Clinic,Private,-6.79179,39.01556,Pwani,Operating
MANEROMANGO,104237-3,Health Center,Public,-7.20294,38.78455,Pwani,Operating
VING'ANDI,108663-6,Dispensary,Public,-7.25857,38.32657,Pwani,Operating
MINAKI,104940-2,Dispensary,Public,-6.90278,39.09259,Pwani,Operating
KISANGA,108588-5,Dispensary,Public,-7.00438,38.99314,Pwani,Operating
ANGEL`S,114418-7,Health Laboratory,Private,-7.272215,38.768936,Pwani,Operating
MSIMBU,113762-9,Dispensary,Public,-7.10962,39.02122,Pwani,Operating
KILUVYA,102885-1,Dispensary,Public,-6.834424,38.993488,Pwani,Operating
VILABWA,111477-6,Dispensary,Public,-6.96553,38.71534,Pwani,Operating
MANEROMANGO KKKT,104236-5,Dispensary,Private,-7.19918,38.77823,Pwani,Operating
MTAKAYO,111514-6,Dispensary,Public,-7.03778,38.73953,Pwani,Operating
ST. THERESE OF ALENSON,123473-1,Dispensary,Private,-6.56809,39.00072,Pwani,Operating
MASAKI,104371-0,Health Center,Public,-7.08268,38.97578,Pwani,Operating
KISARAWE,103079-0,Hospital,Public,-6.90541,39.07496,Pwani,Operating
KIBASILA JWTZ,102587-3,Dispensary,Public,-6.91587,39.07156,Pwani,Operating
ROONHAJ,123917-7,Health Laboratory,Private,NA,NA,Pwani,Operating
AGAPE,111570-8,Health Laboratory,Private,-6.80108,39.02182,Pwani,Operating
MARUI,104356-1,Dispensary,Public,-7.36529,38.77342,Pwani,Operating
BEMBEZA,100345-8,Dispensary,Public,-7.26653,38.79718,Pwani,Operating
KIDUGALO,102669-9,Dispensary,Public,-7.09676,38.77347,Pwani,Operating
MAGAZI,114414-6,Health Laboratory,Private,-6.93678,38.7183,Pwani,Operating
MZENGA,106047-4,Health Center,Public,-6.9342,38.72203,Pwani,Operating
YOMBOLUKINGA,115320-4,Dispensary,Public,-7.32264,38.71193,Pwani,Operating
MARUMBO,104363-7,Dispensary,Public,-7.15267,38.82595,Pwani,Operating
IKONDA,101666-6,Dispensary,Public,-3.70176,33.72435,Shinyanga,Operating
TRIPLE J MEDICAL,124170-2,Health Laboratory,Private,-3.55041,33.56059,Shinyanga,Operating
NG'WAJIDALALA,109241-0,Dispensary,Public,-4.00256,34.06712,Shinyanga,Operating
MAGALATA,103894-2,Dispensary,Public,-3.95437,34.20546,Shinyanga,Operating
KINAMPANDA,102926-3,Dispensary,Public,-3.87631,34.17511,Shinyanga,Operating
BULEKELA,100532-1,Dispensary,Public,-3.95804,34.01377,Shinyanga,Operating
BUSONGO,115048-1,Dispensary,Public,-3.76991,33.85145,Shinyanga,Operating
KALITU,115050-7,Dispensary,Public,-3.91326,33.72142,Shinyanga,Operating
JAM,113167-1,Health Laboratory,Private,-3.5498137,33.558292,Shinyanga,Operating
SESEKO-SONGWA,115064-8,Dispensary,Public,-3.49516,33.47811,Shinyanga,Operating
NHOBOLA,106467-4,Health Center,Public,-3.72311,33.59029,Shinyanga,Operating
MWIGUMBI,124044-9,Dispensary,Public,NA,NA,Shinyanga,Operating
DULISI,111891-8,Dispensary,Public,-3.43506,33.50553,Shinyanga,Operating
ALISIA,121037-6,Clinic,Private,-3.61968,33.8076,Shinyanga,Operating
KILOLELI,102861-2,Dispensary,Public,-3.86367,33.70715,Shinyanga,Operating
